VTX, IDX, in_Position0.x, in_Position0.y, in_Position0.z, in_Texcoord0.x, in_Texcoord0.y, in_Color0.x, in_Color0.y, in_Color0.z, in_Color0.w
688, 10732,  32682.37695, -9157.16504, -33941.00,  0.04348,  0.25,  0.56078,  0.56078,  0.56078,  1.00
689, 10733,  33941.00,  0.00593, -33941.00,  0.00,  0.25,  0.56078,  0.56078,  0.56078,  1.00
690, 10710,  33941.00,  0.00, -33941.00,  1.00,  0.25,  0.56078,  0.56078,  0.56078,  1.00
691, 10735,  16341.1875,  4578.58643, -33941.00,  0.95652,  0.125,  0.76471,  0.76471,  0.76471,  1.00
692, 10711,  32682.375,  9157.17285, -33941.00,  0.95652,  0.25,  0.56078,  0.56078,  0.56078,  1.00
693, 10710,  33941.00,  0.00, -33941.00,  1.00,  0.25,  0.56078,  0.56078,  0.56078,  1.00
694, 10734,  16970.50,  0.00, -33941.00,  1.00,  0.125,  0.76471,  0.76471,  0.76471,  1.00
695, 10735,  16341.1875,  4578.58643, -33941.00,  0.95652,  0.125,  0.76471,  0.76471,  0.76471,  1.00
696, 10711,  32682.375,  9157.17285, -33941.00,  0.95652,  0.25,  0.56078,  0.56078,  0.56078,  1.00
697, 10736,  14499.9248,  8817.59961, -33941.00,  0.91304,  0.125,  0.76471,  0.76471,  0.76471,  1.00
698, 10712,  28999.84961,  17635.19922, -33941.00,  0.91304,  0.25,  0.56078,  0.56078,  0.56078,  1.00
699, 10711,  32682.375,  9157.17285, -33941.00,  0.95652,  0.25,  0.56078,  0.56078,  0.56078,  1.00
700, 10735,  16341.1875,  4578.58643, -33941.00,  0.95652,  0.125,  0.76471,  0.76471,  0.76471,  1.00
701, 10736,  14499.9248,  8817.59961, -33941.00,  0.91304,  0.125,  0.76471,  0.76471,  0.76471,  1.00
702, 10712,  28999.84961,  17635.19922, -33941.00,  0.91304,  0.25,  0.56078,  0.56078,  0.56078,  1.00
703, 10737,  11583.26758,  12402.65234, -33941.00,  0.86957,  0.125,  0.76471,  0.76471,  0.76471,  1.00
704, 10713,  23166.53516,  24805.30469, -33941.00,  0.86957,  0.25,  0.56078,  0.56078,  0.56078,  1.00
705, 10712,  28999.84961,  17635.19922, -33941.00,  0.91304,  0.25,  0.56078,  0.56078,  0.56078,  1.00
706, 10736,  14499.9248,  8817.59961, -33941.00,  0.91304,  0.125,  0.76471,  0.76471,  0.76471,  1.00
707, 10737,  11583.26758,  12402.65234, -33941.00,  0.86957,  0.125,  0.76471,  0.76471,  0.76471,  1.00
708, 10713,  23166.53516,  24805.30469, -33941.00,  0.86957,  0.25,  0.56078,  0.56078,  0.56078,  1.00
709, 10738,  7807.5332,  15067.85645, -33941.00,  0.82609,  0.125,  0.76471,  0.76471,  0.76471,  1.00
710, 10714,  15615.06641,  30135.71289, -33941.00,  0.82609,  0.25,  0.56078,  0.56078,  0.56078,  1.00
711, 10713,  23166.53516,  24805.30469, -33941.00,  0.86957,  0.25,  0.56078,  0.56078,  0.56078,  1.00
712, 10737,  11583.26758,  12402.65234, -33941.00,  0.86957,  0.125,  0.76471,  0.76471,  0.76471,  1.00
713, 10738,  7807.5332,  15067.85645, -33941.00,  0.82609,  0.125,  0.76471,  0.76471,  0.76471,  1.00
714, 10714,  15615.06641,  30135.71289, -33941.00,  0.82609,  0.25,  0.56078,  0.56078,  0.56078,  1.00
715, 10739,  3452.75073,  16615.54688, -33941.00,  0.78261,  0.125,  0.76471,  0.76471,  0.76471,  1.00
716, 10715,  6905.50146,  33231.09375, -33941.00,  0.78261,  0.25,  0.56078,  0.56078,  0.56078,  1.00
717, 10714,  15615.06641,  30135.71289, -33941.00,  0.82609,  0.25,  0.56078,  0.56078,  0.56078,  1.00
718, 10738,  7807.5332,  15067.85645, -33941.00,  0.82609,  0.125,  0.76471,  0.76471,  0.76471,  1.00
719, 10739,  3452.75073,  16615.54688, -33941.00,  0.78261,  0.125,  0.76471,  0.76471,  0.76471,  1.00
720, 10715,  6905.50146,  33231.09375, -33941.00,  0.78261,  0.25,  0.56078,  0.56078,  0.56078,  1.00
721, 10740, -1158.1084,  16930.9375, -33941.00,  0.73913,  0.125,  0.76471,  0.76471,  0.76471,  1.00
722, 10716, -2316.2168,  33861.875, -33941.00,  0.73913,  0.25,  0.56078,  0.56078,  0.56078,  1.00
723, 10715,  6905.50146,  33231.09375, -33941.00,  0.78261,  0.25,  0.56078,  0.56078,  0.56078,  1.00
724, 10739,  3452.75073,  16615.54688, -33941.00,  0.78261,  0.125,  0.76471,  0.76471,  0.76471,  1.00
725, 10740, -1158.1084,  16930.9375, -33941.00,  0.73913,  0.125,  0.76471,  0.76471,  0.76471,  1.00
726, 10716, -2316.2168,  33861.875, -33941.00,  0.73913,  0.25,  0.56078,  0.56078,  0.56078,  1.00
727, 10741, -5683.07373,  15990.63867, -33941.00,  0.69565,  0.125,  0.76471,  0.76471,  0.76471,  1.00
728, 10717, -11366.14746,  31981.27734, -33941.00,  0.69565,  0.25,  0.56078,  0.56078,  0.56078,  1.00
729, 10716, -2316.2168,  33861.875, -33941.00,  0.73913,  0.25,  0.56078,  0.56078,  0.56078,  1.00
730, 10740, -1158.1084,  16930.9375, -33941.00,  0.73913,  0.125,  0.76471,  0.76471,  0.76471,  1.00
731, 10741, -5683.07373,  15990.63867, -33941.00,  0.69565,  0.125,  0.76471,  0.76471,  0.76471,  1.00
732, 10717, -11366.14746,  31981.27734, -33941.00,  0.69565,  0.25,  0.56078,  0.56078,  0.56078,  1.00
733, 10742, -9786.55371,  13864.38672, -33941.00,  0.65217,  0.125,  0.76471,  0.76471,  0.76471,  1.00
734, 10718, -19573.10742,  27728.77344, -33941.00,  0.65217,  0.25,  0.56078,  0.56078,  0.56078,  1.00
735, 10717, -11366.14746,  31981.27734, -33941.00,  0.69565,  0.25,  0.56078,  0.56078,  0.56078,  1.00
736, 10741, -5683.07373,  15990.63867, -33941.00,  0.69565,  0.125,  0.76471,  0.76471,  0.76471,  1.00
737, 10742, -9786.55371,  13864.38672, -33941.00,  0.65217,  0.125,  0.76471,  0.76471,  0.76471,  1.00
738, 10718, -19573.10742,  27728.77344, -33941.00,  0.65217,  0.25,  0.56078,  0.56078,  0.56078,  1.00
739, 10743, -13164.20898,  10709.87793, -33941.00,  0.6087,  0.125,  0.76471,  0.76471,  0.76471,  1.00
740, 10719, -26328.41797,  21419.75586, -33941.00,  0.6087,  0.25,  0.56078,  0.56078,  0.56078,  1.00
741, 10718, -19573.10742,  27728.77344, -33941.00,  0.65217,  0.25,  0.56078,  0.56078,  0.56078,  1.00
742, 10742, -9786.55371,  13864.38672, -33941.00,  0.65217,  0.125,  0.76471,  0.76471,  0.76471,  1.00
743, 10743, -13164.20898,  10709.87793, -33941.00,  0.6087,  0.125,  0.76471,  0.76471,  0.76471,  1.00
744, 10719, -26328.41797,  21419.75586, -33941.00,  0.6087,  0.25,  0.56078,  0.56078,  0.56078,  1.00
745, 10744, -15565.53418,  6761.06641, -33941.00,  0.56522,  0.125,  0.76471,  0.76471,  0.76471,  1.00
746, 10720, -31131.06836,  13522.13281, -33941.00,  0.56522,  0.25,  0.56078,  0.56078,  0.56078,  1.00
747, 10719, -26328.41797,  21419.75586, -33941.00,  0.6087,  0.25,  0.56078,  0.56078,  0.56078,  1.00
748, 10743, -13164.20898,  10709.87793, -33941.00,  0.6087,  0.125,  0.76471,  0.76471,  0.76471,  1.00
749, 10744, -15565.53418,  6761.06641, -33941.00,  0.56522,  0.125,  0.76471,  0.76471,  0.76471,  1.00
750, 10720, -31131.06836,  13522.13281, -33941.00,  0.56522,  0.25,  0.56078,  0.56078,  0.56078,  1.00
751, 10745, -16812.43555,  2310.81421, -33941.00,  0.52174,  0.125,  0.76471,  0.76471,  0.76471,  1.00
752, 10721, -33624.87109,  4621.62842, -33941.00,  0.52174,  0.25,  0.56078,  0.56078,  0.56078,  1.00
753, 10720, -31131.06836,  13522.13281, -33941.00,  0.56522,  0.25,  0.56078,  0.56078,  0.56078,  1.00
754, 10744, -15565.53418,  6761.06641, -33941.00,  0.56522,  0.125,  0.76471,  0.76471,  0.76471,  1.00
755, 10745, -16812.43555,  2310.81421, -33941.00,  0.52174,  0.125,  0.76471,  0.76471,  0.76471,  1.00
756, 10721, -33624.87109,  4621.62842, -33941.00,  0.52174,  0.25,  0.56078,  0.56078,  0.56078,  1.00
757, 10746, -16812.43555, -2310.81714, -33941.00,  0.47826,  0.125,  0.76471,  0.76471,  0.76471,  1.00
758, 10722, -33624.87109, -4621.63428, -33941.00,  0.47826,  0.25,  0.56078,  0.56078,  0.56078,  1.00
759, 10721, -33624.87109,  4621.62842, -33941.00,  0.52174,  0.25,  0.56078,  0.56078,  0.56078,  1.00
760, 10745, -16812.43555,  2310.81421, -33941.00,  0.52174,  0.125,  0.76471,  0.76471,  0.76471,  1.00
761, 10746, -16812.43555, -2310.81714, -33941.00,  0.47826,  0.125,  0.76471,  0.76471,  0.76471,  1.00
762, 10722, -33624.87109, -4621.63428, -33941.00,  0.47826,  0.25,  0.56078,  0.56078,  0.56078,  1.00
763, 10747, -15565.53418, -6761.06543, -33941.00,  0.43478,  0.125,  0.76471,  0.76471,  0.76471,  1.00
764, 10723, -31131.06836, -13522.13086, -33941.00,  0.43478,  0.25,  0.56078,  0.56078,  0.56078,  1.00
765, 10722, -33624.87109, -4621.63428, -33941.00,  0.47826,  0.25,  0.56078,  0.56078,  0.56078,  1.00
766, 10746, -16812.43555, -2310.81714, -33941.00,  0.47826,  0.125,  0.76471,  0.76471,  0.76471,  1.00
767, 10747, -15565.53418, -6761.06543, -33941.00,  0.43478,  0.125,  0.76471,  0.76471,  0.76471,  1.00
768, 10723, -31131.06836, -13522.13086, -33941.00,  0.43478,  0.25,  0.56078,  0.56078,  0.56078,  1.00
769, 10748, -13164.20898, -10709.87695, -33941.00,  0.3913,  0.125,  0.76471,  0.76471,  0.76471,  1.00
770, 10724, -26328.41797, -21419.75391, -33941.00,  0.3913,  0.25,  0.56078,  0.56078,  0.56078,  1.00
771, 10723, -31131.06836, -13522.13086, -33941.00,  0.43478,  0.25,  0.56078,  0.56078,  0.56078,  1.00
772, 10747, -15565.53418, -6761.06543, -33941.00,  0.43478,  0.125,  0.76471,  0.76471,  0.76471,  1.00
773, 10748, -13164.20898, -10709.87695, -33941.00,  0.3913,  0.125,  0.76471,  0.76471,  0.76471,  1.00
774, 10724, -26328.41797, -21419.75391, -33941.00,  0.3913,  0.25,  0.56078,  0.56078,  0.56078,  1.00
775, 10749, -9786.55078, -13864.38965, -33941.00,  0.34783,  0.125,  0.76471,  0.76471,  0.76471,  1.00
776, 10725, -19573.10156, -27728.7793, -33941.00,  0.34783,  0.25,  0.56078,  0.56078,  0.56078,  1.00
777, 10724, -26328.41797, -21419.75391, -33941.00,  0.3913,  0.25,  0.56078,  0.56078,  0.56078,  1.00
778, 10748, -13164.20898, -10709.87695, -33941.00,  0.3913,  0.125,  0.76471,  0.76471,  0.76471,  1.00
779, 10749, -9786.55078, -13864.38965, -33941.00,  0.34783,  0.125,  0.76471,  0.76471,  0.76471,  1.00
780, 10725, -19573.10156, -27728.7793, -33941.00,  0.34783,  0.25,  0.56078,  0.56078,  0.56078,  1.00
781, 10750, -5683.07324, -15990.63867, -33941.00,  0.30435,  0.125,  0.76471,  0.76471,  0.76471,  1.00
782, 10726, -11366.14648, -31981.27734, -33941.00,  0.30435,  0.25,  0.56078,  0.56078,  0.56078,  1.00
783, 10725, -19573.10156, -27728.7793, -33941.00,  0.34783,  0.25,  0.56078,  0.56078,  0.56078,  1.00
784, 10749, -9786.55078, -13864.38965, -33941.00,  0.34783,  0.125,  0.76471,  0.76471,  0.76471,  1.00
785, 10750, -5683.07324, -15990.63867, -33941.00,  0.30435,  0.125,  0.76471,  0.76471,  0.76471,  1.00
786, 10726, -11366.14648, -31981.27734, -33941.00,  0.30435,  0.25,  0.56078,  0.56078,  0.56078,  1.00
787, 10751, -1158.10742, -16930.9375, -33941.00,  0.26087,  0.125,  0.76471,  0.76471,  0.76471,  1.00
788, 10727, -2316.21484, -33861.875, -33941.00,  0.26087,  0.25,  0.56078,  0.56078,  0.56078,  1.00
789, 10726, -11366.14648, -31981.27734, -33941.00,  0.30435,  0.25,  0.56078,  0.56078,  0.56078,  1.00
790, 10750, -5683.07324, -15990.63867, -33941.00,  0.30435,  0.125,  0.76471,  0.76471,  0.76471,  1.00
791, 10751, -1158.10742, -16930.9375, -33941.00,  0.26087,  0.125,  0.76471,  0.76471,  0.76471,  1.00
792, 10727, -2316.21484, -33861.875, -33941.00,  0.26087,  0.25,  0.56078,  0.56078,  0.56078,  1.00
793, 10752,  3452.74976, -16615.54688, -33941.00,  0.21739,  0.125,  0.76471,  0.76471,  0.76471,  1.00
794, 10728,  6905.49951, -33231.09375, -33941.00,  0.21739,  0.25,  0.56078,  0.56078,  0.56078,  1.00
795, 10727, -2316.21484, -33861.875, -33941.00,  0.26087,  0.25,  0.56078,  0.56078,  0.56078,  1.00
796, 10751, -1158.10742, -16930.9375, -33941.00,  0.26087,  0.125,  0.76471,  0.76471,  0.76471,  1.00
797, 10752,  3452.74976, -16615.54688, -33941.00,  0.21739,  0.125,  0.76471,  0.76471,  0.76471,  1.00
798, 10728,  6905.49951, -33231.09375, -33941.00,  0.21739,  0.25,  0.56078,  0.56078,  0.56078,  1.00
799, 10753,  7807.53271, -15067.85742, -33941.00,  0.17391,  0.125,  0.76471,  0.76471,  0.76471,  1.00
800, 10729,  15615.06543, -30135.71484, -33941.00,  0.17391,  0.25,  0.56078,  0.56078,  0.56078,  1.00
801, 10728,  6905.49951, -33231.09375, -33941.00,  0.21739,  0.25,  0.56078,  0.56078,  0.56078,  1.00
802, 10752,  3452.74976, -16615.54688, -33941.00,  0.21739,  0.125,  0.76471,  0.76471,  0.76471,  1.00
803, 10753,  7807.53271, -15067.85742, -33941.00,  0.17391,  0.125,  0.76471,  0.76471,  0.76471,  1.00
804, 10729,  15615.06543, -30135.71484, -33941.00,  0.17391,  0.25,  0.56078,  0.56078,  0.56078,  1.00
805, 10754,  11583.2666, -12402.65332, -33941.00,  0.13043,  0.125,  0.76471,  0.76471,  0.76471,  1.00
806, 10730,  23166.5332, -24805.30664, -33941.00,  0.13043,  0.25,  0.56078,  0.56078,  0.56078,  1.00
807, 10729,  15615.06543, -30135.71484, -33941.00,  0.17391,  0.25,  0.56078,  0.56078,  0.56078,  1.00
808, 10753,  7807.53271, -15067.85742, -33941.00,  0.17391,  0.125,  0.76471,  0.76471,  0.76471,  1.00
809, 10754,  11583.2666, -12402.65332, -33941.00,  0.13043,  0.125,  0.76471,  0.76471,  0.76471,  1.00
810, 10730,  23166.5332, -24805.30664, -33941.00,  0.13043,  0.25,  0.56078,  0.56078,  0.56078,  1.00
811, 10755,  14499.92676, -8817.5957, -33941.00,  0.08696,  0.125,  0.76471,  0.76471,  0.76471,  1.00
812, 10731,  28999.85352, -17635.19141, -33941.00,  0.08696,  0.25,  0.56078,  0.56078,  0.56078,  1.00
813, 10730,  23166.5332, -24805.30664, -33941.00,  0.13043,  0.25,  0.56078,  0.56078,  0.56078,  1.00
814, 10754,  11583.2666, -12402.65332, -33941.00,  0.13043,  0.125,  0.76471,  0.76471,  0.76471,  1.00
815, 10755,  14499.92676, -8817.5957, -33941.00,  0.08696,  0.125,  0.76471,  0.76471,  0.76471,  1.00
816, 10731,  28999.85352, -17635.19141, -33941.00,  0.08696,  0.25,  0.56078,  0.56078,  0.56078,  1.00
817, 10756,  16341.18848, -4578.58252, -33941.00,  0.04348,  0.125,  0.76471,  0.76471,  0.76471,  1.00
818, 10732,  32682.37695, -9157.16504, -33941.00,  0.04348,  0.25,  0.56078,  0.56078,  0.56078,  1.00
819, 10731,  28999.85352, -17635.19141, -33941.00,  0.08696,  0.25,  0.56078,  0.56078,  0.56078,  1.00
820, 10755,  14499.92676, -8817.5957, -33941.00,  0.08696,  0.125,  0.76471,  0.76471,  0.76471,  1.00
821, 10756,  16341.18848, -4578.58252, -33941.00,  0.04348,  0.125,  0.76471,  0.76471,  0.76471,  1.00
822, 10732,  32682.37695, -9157.16504, -33941.00,  0.04348,  0.25,  0.56078,  0.56078,  0.56078,  1.00
823, 10757,  16970.50,  0.00297, -33941.00,  0.00,  0.125,  0.76471,  0.76471,  0.76471,  1.00
824, 10733,  33941.00,  0.00593, -33941.00,  0.00,  0.25,  0.56078,  0.56078,  0.56078,  1.00
825, 10732,  32682.37695, -9157.16504, -33941.00,  0.04348,  0.25,  0.56078,  0.56078,  0.56078,  1.00
826, 10756,  16341.18848, -4578.58252, -33941.00,  0.04348,  0.125,  0.76471,  0.76471,  0.76471,  1.00
827, 10757,  16970.50,  0.00297, -33941.00,  0.00,  0.125,  0.76471,  0.76471,  0.76471,  1.00
828, 10734,  16970.50,  0.00, -33941.00,  1.00,  0.125,  0.76471,  0.76471,  0.76471,  1.00
829, 10759,  8170.59375,  2289.29321, -33941.00,  0.95652,  0.0625,  0.87843,  0.87843,  0.87843,  1.00
830, 10735,  16341.1875,  4578.58643, -33941.00,  0.95652,  0.125,  0.76471,  0.76471,  0.76471,  1.00
831, 10734,  16970.50,  0.00, -33941.00,  1.00,  0.125,  0.76471,  0.76471,  0.76471,  1.00
832, 10758,  8485.25,  0.00, -33941.00,  1.00,  0.0625,  0.87843,  0.87843,  0.87843,  1.00
833, 10759,  8170.59375,  2289.29321, -33941.00,  0.95652,  0.0625,  0.87843,  0.87843,  0.87843,  1.00
834, 10735,  16341.1875,  4578.58643, -33941.00,  0.95652,  0.125,  0.76471,  0.76471,  0.76471,  1.00
835, 10760,  7249.9624,  4408.7998, -33941.00,  0.91304,  0.0625,  0.87843,  0.87843,  0.87843,  1.00
836, 10736,  14499.9248,  8817.59961, -33941.00,  0.91304,  0.125,  0.76471,  0.76471,  0.76471,  1.00
837, 10735,  16341.1875,  4578.58643, -33941.00,  0.95652,  0.125,  0.76471,  0.76471,  0.76471,  1.00
838, 10759,  8170.59375,  2289.29321, -33941.00,  0.95652,  0.0625,  0.87843,  0.87843,  0.87843,  1.00
839, 10760,  7249.9624,  4408.7998, -33941.00,  0.91304,  0.0625,  0.87843,  0.87843,  0.87843,  1.00
840, 10736,  14499.9248,  8817.59961, -33941.00,  0.91304,  0.125,  0.76471,  0.76471,  0.76471,  1.00
841, 10761,  5791.63379,  6201.32617, -33941.00,  0.86957,  0.0625,  0.87843,  0.87843,  0.87843,  1.00
842, 10737,  11583.26758,  12402.65234, -33941.00,  0.86957,  0.125,  0.76471,  0.76471,  0.76471,  1.00
843, 10736,  14499.9248,  8817.59961, -33941.00,  0.91304,  0.125,  0.76471,  0.76471,  0.76471,  1.00
844, 10760,  7249.9624,  4408.7998, -33941.00,  0.91304,  0.0625,  0.87843,  0.87843,  0.87843,  1.00
845, 10761,  5791.63379,  6201.32617, -33941.00,  0.86957,  0.0625,  0.87843,  0.87843,  0.87843,  1.00
846, 10737,  11583.26758,  12402.65234, -33941.00,  0.86957,  0.125,  0.76471,  0.76471,  0.76471,  1.00
847, 10762,  3903.7666,  7533.92822, -33941.00,  0.82609,  0.0625,  0.87843,  0.87843,  0.87843,  1.00
848, 10738,  7807.5332,  15067.85645, -33941.00,  0.82609,  0.125,  0.76471,  0.76471,  0.76471,  1.00
849, 10737,  11583.26758,  12402.65234, -33941.00,  0.86957,  0.125,  0.76471,  0.76471,  0.76471,  1.00
850, 10761,  5791.63379,  6201.32617, -33941.00,  0.86957,  0.0625,  0.87843,  0.87843,  0.87843,  1.00
851, 10762,  3903.7666,  7533.92822, -33941.00,  0.82609,  0.0625,  0.87843,  0.87843,  0.87843,  1.00
852, 10738,  7807.5332,  15067.85645, -33941.00,  0.82609,  0.125,  0.76471,  0.76471,  0.76471,  1.00
853, 10763,  1726.37537,  8307.77344, -33941.00,  0.78261,  0.0625,  0.87843,  0.87843,  0.87843,  1.00
854, 10739,  3452.75073,  16615.54688, -33941.00,  0.78261,  0.125,  0.76471,  0.76471,  0.76471,  1.00
855, 10738,  7807.5332,  15067.85645, -33941.00,  0.82609,  0.125,  0.76471,  0.76471,  0.76471,  1.00
856, 10762,  3903.7666,  7533.92822, -33941.00,  0.82609,  0.0625,  0.87843,  0.87843,  0.87843,  1.00
857, 10763,  1726.37537,  8307.77344, -33941.00,  0.78261,  0.0625,  0.87843,  0.87843,  0.87843,  1.00
858, 10739,  3452.75073,  16615.54688, -33941.00,  0.78261,  0.125,  0.76471,  0.76471,  0.76471,  1.00
859, 10764, -579.0542,  8465.46875, -33941.00,  0.73913,  0.0625,  0.87843,  0.87843,  0.87843,  1.00
860, 10740, -1158.1084,  16930.9375, -33941.00,  0.73913,  0.125,  0.76471,  0.76471,  0.76471,  1.00
861, 10739,  3452.75073,  16615.54688, -33941.00,  0.78261,  0.125,  0.76471,  0.76471,  0.76471,  1.00
862, 10763,  1726.37537,  8307.77344, -33941.00,  0.78261,  0.0625,  0.87843,  0.87843,  0.87843,  1.00
863, 10764, -579.0542,  8465.46875, -33941.00,  0.73913,  0.0625,  0.87843,  0.87843,  0.87843,  1.00
864, 10740, -1158.1084,  16930.9375, -33941.00,  0.73913,  0.125,  0.76471,  0.76471,  0.76471,  1.00
865, 10765, -2841.53687,  7995.31934, -33941.00,  0.69565,  0.0625,  0.87843,  0.87843,  0.87843,  1.00
866, 10741, -5683.07373,  15990.63867, -33941.00,  0.69565,  0.125,  0.76471,  0.76471,  0.76471,  1.00
867, 10740, -1158.1084,  16930.9375, -33941.00,  0.73913,  0.125,  0.76471,  0.76471,  0.76471,  1.00
868, 10764, -579.0542,  8465.46875, -33941.00,  0.73913,  0.0625,  0.87843,  0.87843,  0.87843,  1.00
869, 10765, -2841.53687,  7995.31934, -33941.00,  0.69565,  0.0625,  0.87843,  0.87843,  0.87843,  1.00
870, 10741, -5683.07373,  15990.63867, -33941.00,  0.69565,  0.125,  0.76471,  0.76471,  0.76471,  1.00
871, 10766, -4893.27686,  6932.19336, -33941.00,  0.65217,  0.0625,  0.87843,  0.87843,  0.87843,  1.00
872, 10742, -9786.55371,  13864.38672, -33941.00,  0.65217,  0.125,  0.76471,  0.76471,  0.76471,  1.00
873, 10741, -5683.07373,  15990.63867, -33941.00,  0.69565,  0.125,  0.76471,  0.76471,  0.76471,  1.00
874, 10765, -2841.53687,  7995.31934, -33941.00,  0.69565,  0.0625,  0.87843,  0.87843,  0.87843,  1.00
875, 10766, -4893.27686,  6932.19336, -33941.00,  0.65217,  0.0625,  0.87843,  0.87843,  0.87843,  1.00
876, 10742, -9786.55371,  13864.38672, -33941.00,  0.65217,  0.125,  0.76471,  0.76471,  0.76471,  1.00
877, 10767, -6582.10449,  5354.93896, -33941.00,  0.6087,  0.0625,  0.87843,  0.87843,  0.87843,  1.00
878, 10743, -13164.20898,  10709.87793, -33941.00,  0.6087,  0.125,  0.76471,  0.76471,  0.76471,  1.00
879, 10742, -9786.55371,  13864.38672, -33941.00,  0.65217,  0.125,  0.76471,  0.76471,  0.76471,  1.00
880, 10766, -4893.27686,  6932.19336, -33941.00,  0.65217,  0.0625,  0.87843,  0.87843,  0.87843,  1.00
881, 10767, -6582.10449,  5354.93896, -33941.00,  0.6087,  0.0625,  0.87843,  0.87843,  0.87843,  1.00
882, 10743, -13164.20898,  10709.87793, -33941.00,  0.6087,  0.125,  0.76471,  0.76471,  0.76471,  1.00
883, 10768, -7782.76709,  3380.5332, -33941.00,  0.56522,  0.0625,  0.87843,  0.87843,  0.87843,  1.00
884, 10744, -15565.53418,  6761.06641, -33941.00,  0.56522,  0.125,  0.76471,  0.76471,  0.76471,  1.00
885, 10743, -13164.20898,  10709.87793, -33941.00,  0.6087,  0.125,  0.76471,  0.76471,  0.76471,  1.00
886, 10767, -6582.10449,  5354.93896, -33941.00,  0.6087,  0.0625,  0.87843,  0.87843,  0.87843,  1.00
887, 10768, -7782.76709,  3380.5332, -33941.00,  0.56522,  0.0625,  0.87843,  0.87843,  0.87843,  1.00
888, 10744, -15565.53418,  6761.06641, -33941.00,  0.56522,  0.125,  0.76471,  0.76471,  0.76471,  1.00
889, 10769, -8406.21777,  1155.4071, -33941.00,  0.52174,  0.0625,  0.87843,  0.87843,  0.87843,  1.00
890, 10745, -16812.43555,  2310.81421, -33941.00,  0.52174,  0.125,  0.76471,  0.76471,  0.76471,  1.00
891, 10744, -15565.53418,  6761.06641, -33941.00,  0.56522,  0.125,  0.76471,  0.76471,  0.76471,  1.00
892, 10768, -7782.76709,  3380.5332, -33941.00,  0.56522,  0.0625,  0.87843,  0.87843,  0.87843,  1.00
893, 10769, -8406.21777,  1155.4071, -33941.00,  0.52174,  0.0625,  0.87843,  0.87843,  0.87843,  1.00
894, 10745, -16812.43555,  2310.81421, -33941.00,  0.52174,  0.125,  0.76471,  0.76471,  0.76471,  1.00
895, 10770, -8406.21777, -1155.40857, -33941.00,  0.47826,  0.0625,  0.87843,  0.87843,  0.87843,  1.00
896, 10746, -16812.43555, -2310.81714, -33941.00,  0.47826,  0.125,  0.76471,  0.76471,  0.76471,  1.00
897, 10745, -16812.43555,  2310.81421, -33941.00,  0.52174,  0.125,  0.76471,  0.76471,  0.76471,  1.00
898, 10769, -8406.21777,  1155.4071, -33941.00,  0.52174,  0.0625,  0.87843,  0.87843,  0.87843,  1.00
899, 10770, -8406.21777, -1155.40857, -33941.00,  0.47826,  0.0625,  0.87843,  0.87843,  0.87843,  1.00
900, 10746, -16812.43555, -2310.81714, -33941.00,  0.47826,  0.125,  0.76471,  0.76471,  0.76471,  1.00
901, 10771, -7782.76709, -3380.53271, -33941.00,  0.43478,  0.0625,  0.87843,  0.87843,  0.87843,  1.00
902, 10747, -15565.53418, -6761.06543, -33941.00,  0.43478,  0.125,  0.76471,  0.76471,  0.76471,  1.00
903, 10746, -16812.43555, -2310.81714, -33941.00,  0.47826,  0.125,  0.76471,  0.76471,  0.76471,  1.00
904, 10770, -8406.21777, -1155.40857, -33941.00,  0.47826,  0.0625,  0.87843,  0.87843,  0.87843,  1.00
905, 10771, -7782.76709, -3380.53271, -33941.00,  0.43478,  0.0625,  0.87843,  0.87843,  0.87843,  1.00
906, 10747, -15565.53418, -6761.06543, -33941.00,  0.43478,  0.125,  0.76471,  0.76471,  0.76471,  1.00
907, 10772, -6582.10449, -5354.93848, -33941.00,  0.3913,  0.0625,  0.87843,  0.87843,  0.87843,  1.00
908, 10748, -13164.20898, -10709.87695, -33941.00,  0.3913,  0.125,  0.76471,  0.76471,  0.76471,  1.00
909, 10747, -15565.53418, -6761.06543, -33941.00,  0.43478,  0.125,  0.76471,  0.76471,  0.76471,  1.00
910, 10771, -7782.76709, -3380.53271, -33941.00,  0.43478,  0.0625,  0.87843,  0.87843,  0.87843,  1.00
911, 10772, -6582.10449, -5354.93848, -33941.00,  0.3913,  0.0625,  0.87843,  0.87843,  0.87843,  1.00
912, 10748, -13164.20898, -10709.87695, -33941.00,  0.3913,  0.125,  0.76471,  0.76471,  0.76471,  1.00
913, 10773, -4893.27539, -6932.19482, -33941.00,  0.34783,  0.0625,  0.87843,  0.87843,  0.87843,  1.00
914, 10749, -9786.55078, -13864.38965, -33941.00,  0.34783,  0.125,  0.76471,  0.76471,  0.76471,  1.00
915, 10748, -13164.20898, -10709.87695, -33941.00,  0.3913,  0.125,  0.76471,  0.76471,  0.76471,  1.00
916, 10772, -6582.10449, -5354.93848, -33941.00,  0.3913,  0.0625,  0.87843,  0.87843,  0.87843,  1.00
917, 10773, -4893.27539, -6932.19482, -33941.00,  0.34783,  0.0625,  0.87843,  0.87843,  0.87843,  1.00
918, 10749, -9786.55078, -13864.38965, -33941.00,  0.34783,  0.125,  0.76471,  0.76471,  0.76471,  1.00
